,customerid,surname,balance,numofproducts,hascrcard,tenure,isactivemember,exited,creditscore,geography,gender,age,estimatedsalary,age_group,estimatedsalary_group,saving,saving_group,creditscore_group,numofproducts_scale,age_scale,creditscore_scale,estimatedsalary_scale,balance_scale,gender_scale,geography_germany,geography_spain,saving_group_below 50k,saving_group_50k - 100k,saving_group_100k - 150k,saving_group_150k - 200k,saving_group_above 200k,creditscore_group_650 - 700,creditscore_group_above 700,age_group_21-23,age_group_24-31,age_group_32-44,age_group_45-60,age_group_above 60,salary_group_5k - 10k,salary_group_10k - 20k,salary_group_20k - 50k,salary_group_50k - 100k,salary_group_100k - 150k,salary_group_150k - 200k,numofproducts_2,numofproducts_3,numofproducts_4,no_churn_proba,churn_proba,predicted
8243,15790455,Obialo,0.0,1,1,2,1,1,478,france,female,50,93332.64,45-60,50k - 100k,0,no saving,below 650,0.0,0.4324324324324324,0.256,0.4666498650621134,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.39506608,0.6049339,1
8244,15572174,Mazzi,148874.01,2,1,3,1,0,825,france,male,29,71192.82,24-31,50k - 100k,1,100k - 150k,above 700,0.3333333333333333,0.14864864864864863,0.9500000000000001,0.35594019228836354,0.5933644612440055,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.94402444,0.055975538,0
8245,15656330,Von Doussa,68138.37,1,1,0,1,0,528,spain,female,32,170309.19,32-44,150k - 200k,1,50k - 100k,below 650,0.0,0.1891891891891892,0.356,0.8515693748753005,0.271577874506737,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.78140974,0.21859027,0
8246,15569626,Miller,110080.3,1,1,5,1,0,577,spain,male,35,109794.31,32-44,100k - 150k,1,100k - 150k,below 650,0.0,0.22972972972972977,0.45399999999999985,0.5489660762602828,0.43874506976119276,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.93010837,0.06989161,0
8247,15608726,Miracle,0.0,2,1,7,1,0,663,france,male,24,166310.82,24-31,150k - 200k,0,no saving,650 - 700,0.3333333333333333,0.08108108108108109,0.626,0.8315756154712775,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.97763795,0.02236203,0
8248,15637366,Su,114268.85,2,1,5,1,0,505,germany,female,25,126728.27,24-31,100k - 150k,1,100k - 150k,below 650,0.3333333333333333,0.09459459459459457,0.30999999999999994,0.6336439629984664,0.45543929808313816,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.94141006,0.05858991,0
8249,15778049,Wyatt,117412.35,1,0,6,0,0,633,germany,male,29,30338.94,24-31,20k - 50k,1,100k - 150k,below 650,0.0,0.14864864864864863,0.566,0.15165128269749759,0.46796828943576263,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.7821518,0.21784821,0
8250,15727421,Anayolisa,0.0,2,1,6,1,0,586,france,female,38,37935.83,32-44,20k - 50k,0,no saving,below 650,0.3333333333333333,0.27027027027027034,0.47199999999999986,0.18963936055893338,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.9528594,0.047140572,0
8251,15688865,Wade,0.0,2,0,9,0,0,850,france,female,35,25329.48,32-44,20k - 50k,0,no saving,above 700,0.3333333333333333,0.22972972972972977,0.9999999999999999,0.12660159045188815,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.9482057,0.05179431,0
8252,15751032,Enemuo,35549.81,2,0,1,0,0,629,germany,female,37,49676.33,32-44,20k - 50k,1,below 50k,below 650,0.3333333333333333,0.25675675675675674,0.5579999999999999,0.24834746718311598,0.14169023765784747,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.8908293,0.10917066,0
8253,15734737,Bruno,0.0,2,1,9,1,0,744,france,male,56,169498.61,45-60,150k - 200k,0,no saving,above 700,0.3333333333333333,0.5135135135135136,0.7879999999999999,0.8475160877863834,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.95585626,0.044143748,0
8254,15746515,Greece,136492.92,3,1,7,1,1,750,france,male,36,26500.29,32-44,20k - 50k,1,100k - 150k,above 700,0.6666666666666667,0.24324324324324326,0.7999999999999999,0.13245619956705865,0.5440173737472455,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.15006101,0.849939,1
8255,15664311,Yang,123675.69,1,1,3,1,0,637,germany,male,28,166458.41,24-31,150k - 200k,1,100k - 150k,below 650,0.0,0.13513513513513514,0.574,0.8323136359522334,0.4929319709049998,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.8527369,0.14726312,0
8256,15708139,Brown,139532.34,1,0,1,0,0,575,france,female,40,181294.39,32-44,150k - 200k,1,100k - 150k,below 650,0.0,0.2972972972972973,0.45000000000000007,0.9065006208092873,0.5561315353177858,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.8300875,0.1699125,0
8257,15768574,Anderson,178713.98,1,1,1,1,0,671,spain,male,58,21768.21,45-60,20k - 50k,1,150k - 200k,650 - 700,0.0,0.5405405405405406,0.642,0.10879353978304926,0.7122970924170847,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.8548418,0.14515817,0
8258,15738018,Johnston,0.0,2,0,5,0,0,571,france,male,40,72849.29,32-44,50k - 100k,0,no saving,below 650,0.3333333333333333,0.2972972972972973,0.44200000000000006,0.3642233333283328,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.9686772,0.03132275,0
8259,15699753,Zakharov,89086.31,1,0,1,0,0,590,france,male,41,24499.97,32-44,20k - 50k,1,50k - 100k,below 650,0.0,0.3108108108108108,0.47999999999999987,0.12245364432303284,0.35506970180602015,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.83919126,0.16080873,0
8260,15703199,Golibe,96143.47,1,0,3,0,0,619,spain,male,38,98994.92,32-44,50k - 100k,1,50k - 100k,below 650,0.0,0.27027027027027034,0.5379999999999999,0.4949639690590451,0.38319729735686714,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.8275174,0.17248258,0
8261,15627830,Nikitina,32197.64,1,1,5,1,0,640,germany,female,30,141446.01,24-31,100k - 150k,1,below 50k,below 650,0.0,0.16216216216216217,0.58,0.7072396913905278,0.12832955404323726,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.8682797,0.13172032,0
8262,15570855,Leonard,0.0,2,1,7,1,0,670,france,male,38,77864.41,32-44,50k - 100k,0,no saving,650 - 700,0.3333333333333333,0.27027027027027034,0.64,0.38930132827685043,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.97775614,0.022243848,0
8263,15772503,Burns,0.0,2,0,4,0,0,737,france,female,33,115115.32,32-44,100k - 150k,0,no saving,above 700,0.3333333333333333,0.2027027027027027,0.7739999999999999,0.5755736672852257,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.9465012,0.053498793,0
8264,15584453,Burtch,0.0,2,1,10,1,0,555,spain,male,32,168605.96,32-44,150k - 200k,0,no saving,below 650,0.3333333333333333,0.1891891891891892,0.41000000000000003,0.8430524115052986,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.97798645,0.022013543,0
8265,15710111,Clark,0.0,2,0,6,0,0,742,france,male,33,38550.4,32-44,20k - 50k,0,no saving,above 700,0.3333333333333333,0.2027027027027027,0.7839999999999999,0.1927125040441362,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.96969783,0.030302182,0
8266,15618562,Woodward,140306.38,1,0,0,0,1,618,germany,female,40,160618.61,32-44,150k - 200k,1,100k - 150k,below 650,0.0,0.2972972972972973,0.5359999999999999,0.8031118471814057,0.5592166126095262,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.53951275,0.46048725,0
8267,15706764,Spencer,0.0,2,0,1,0,0,560,france,female,35,3701.63,32-44,below 5k,0,no saving,below 650,0.3333333333333333,0.22972972972972977,0.42000000000000004,0.01845201216716196,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.9465012,0.053498793,0
8268,15798737,Chao,0.0,2,0,8,0,0,654,france,male,38,88659.44,32-44,50k - 100k,0,no saving,650 - 700,0.3333333333333333,0.27027027027027034,0.608,0.4432816333959893,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.9686772,0.03132275,0
8269,15712608,Costa,74483.97,2,1,2,1,0,787,germany,female,42,44273.91,32-44,20k - 50k,1,50k - 100k,above 700,0.3333333333333333,0.3243243243243243,0.874,0.22133278728118536,0.29686941817691803,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.9017755,0.09822452,0
8270,15636736,McLachlan,0.0,2,1,7,1,1,611,france,female,53,156495.39,45-60,150k - 200k,0,no saving,below 650,0.3333333333333333,0.47297297297297297,0.5219999999999999,0.7824937781558139,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.90595675,0.09404325,0
8271,15703544,Hung,0.0,1,0,0,0,0,559,spain,male,34,182988.94,32-44,150k - 200k,0,no saving,below 650,0.0,0.21621621621621623,0.41800000000000004,0.9149741800341932,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.7481383,0.25186172,0
8272,15815645,Akhtar,152303.66,2,1,8,1,0,481,france,male,37,175082.2,32-44,150k - 200k,1,150k - 200k,below 650,0.3333333333333333,0.25675675675675674,0.2619999999999999,0.8754367042052515,0.6070339554996215,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.9403487,0.0596513,0
8273,15705739,Toscani,159904.79,1,0,5,0,0,753,germany,male,32,148811.14,32-44,100k - 150k,1,150k - 200k,above 700,0.0,0.1891891891891892,0.8059999999999999,0.744068858575994,0.6373296424855208,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.84688586,0.15311413,0
8274,15709643,Gray,0.0,3,0,1,0,0,675,france,male,32,85901.09,32-44,50k - 100k,0,no saving,650 - 700,0.6666666666666667,0.1891891891891892,0.65,0.4294885661580681,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.50047183,0.49952814,0
8275,15669805,Warren,99557.94,1,0,1,0,0,748,germany,female,31,199255.32,24-31,150k - 200k,1,50k - 100k,above 700,0.0,0.1756756756756757,0.7959999999999999,0.9963138479724813,0.3968062889597925,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.8996612,0.10033885,0
8276,15737489,Ramsden,116886.59,1,0,5,0,0,610,spain,female,46,107973.44,45-60,100k - 150k,1,100k - 150k,below 650,0.0,0.37837837837837845,0.5199999999999999,0.5398608567118159,0.46587277726984694,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.40675747,0.5932425,1
8277,15775131,Bartlett,142188.2,2,1,9,1,0,580,spain,male,32,128028.6,32-44,100k - 150k,1,100k - 150k,below 650,0.3333333333333333,0.1891891891891892,0.45999999999999985,0.6401462339653436,0.5667169487021604,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.940444,0.05955601,0
8278,15765283,Wenz,149961.99,2,0,3,0,0,624,germany,female,40,104610.86,32-44,100k - 150k,1,100k - 150k,below 650,0.3333333333333333,0.2972972972972973,0.5479999999999999,0.5230463509265134,0.5977008035413901,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.8812778,0.11872219,0
8279,15628715,Kisch,0.0,2,1,8,1,0,709,france,female,36,69676.55,32-44,50k - 100k,0,no saving,above 700,0.3333333333333333,0.24324324324324326,0.7179999999999999,0.3483581182002881,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.95338196,0.04661807,0
8280,15813283,Mai,0.0,1,0,2,0,0,605,france,female,34,35982.42,32-44,20k - 50k,0,no saving,below 650,0.0,0.21621621621621623,0.5099999999999999,0.1798713777165719,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.698138,0.30186197,0
8281,15745716,McGregor,0.0,2,1,7,1,0,706,spain,male,53,117939.17,45-60,100k - 150k,0,no saving,above 700,0.3333333333333333,0.47297297297297297,0.7119999999999999,0.589694265802384,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.9552029,0.0447971,0
8282,15598485,Pinto,28649.64,1,1,8,1,0,567,spain,male,40,95140.62,32-44,50k - 100k,1,below 50k,below 650,0.0,0.2972972972972973,0.43400000000000005,0.4756906284550174,0.11418835432346258,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.91663516,0.083364844,0
8283,15696552,Newman,81025.6,2,0,4,0,0,747,france,female,21,167682.57,21-23,150k - 200k,1,50k - 100k,above 700,0.3333333333333333,0.040540540540540515,0.7939999999999999,0.838435020544462,0.3229422750886626,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0.89390886,0.10609112,0
8284,15754569,Pagnotto,0.0,2,1,1,1,0,664,france,male,57,56562.57,45-60,50k - 100k,0,no saving,650 - 700,0.3333333333333333,0.527027027027027,0.628,0.2827819556767671,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.9529947,0.047005296,0
8285,15701741,Williams,152462.79,1,0,3,0,0,711,france,female,39,90305.97,32-44,50k - 100k,1,150k - 200k,above 700,0.0,0.2837837837837838,0.7219999999999999,0.4515150696891553,0.6076681970755538,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.76231,0.23768999,0
8286,15572631,Ndubuisi,0.0,1,1,10,1,0,609,france,male,25,109895.16,24-31,100k - 150k,0,no saving,below 650,0.0,0.09459459459459457,0.5179999999999999,0.5494703744207572,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.90080523,0.09919478,0
8287,15636069,Plummer,155519.59,1,0,7,0,0,632,spain,male,28,1843.24,24-31,below 5k,1,150k - 200k,below 650,0.0,0.13513513513513514,0.564,0.009159174701183962,0.6198516297991747,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8405628,0.15943716,0
8288,15682467,Chimezie,118851.05,1,1,1,1,0,725,france,female,36,102747.02,32-44,100k - 150k,1,100k - 150k,above 700,0.0,0.24324324324324326,0.7499999999999999,0.513726260857912,0.4737024901225833,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.8768117,0.1231883,0
8289,15790744,Nash,92899.27,2,0,9,0,0,850,france,female,34,97465.89,32-44,50k - 100k,1,50k - 100k,above 700,0.3333333333333333,0.21621621621621623,0.9999999999999999,0.4873180888774878,0.3702669478273032,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.88253564,0.11746437,0
8290,15625023,Onochie,0.0,1,1,4,1,0,682,france,male,40,105352.55,32-44,100k - 150k,0,no saving,650 - 700,0.0,0.2972972972972973,0.664,0.5267551551173137,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.8554114,0.14458859,0
8291,15731267,Rizzo,75263.7,1,0,4,0,0,797,france,male,37,85801.77,32-44,50k - 100k,1,50k - 100k,above 700,0.0,0.25675675675675674,0.894,0.42899191872823855,0.2999771739992122,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.83069414,0.16930586,0
8292,15742879,Boni,147904.31,1,1,1,1,0,668,spain,male,38,69370.05,32-44,50k - 100k,1,100k - 150k,650 - 700,0.0,0.27027027027027034,0.636,0.34682547183256,0.5894995454130401,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.9354271,0.06457288,0
8293,15757015,Davies,106640.5,1,0,5,0,0,783,germany,female,41,176945.96,32-44,150k - 200k,1,100k - 150k,above 700,0.0,0.3108108108108108,0.866,0.8847563942356494,0.42503512083332323,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.5482677,0.45173228,0
8294,15770711,Lu,90696.78,1,1,4,1,0,766,germany,female,28,21597.2,24-31,20k - 50k,1,50k - 100k,above 700,0.0,0.13513513513513514,0.832,0.10793840811797525,0.3614885230891953,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.9059292,0.09407081,0
8295,15569430,Burrows,175509.8,2,0,2,0,0,704,spain,female,36,152039.67,32-44,150k - 200k,1,150k - 200k,above 700,0.3333333333333333,0.24324324324324326,0.7079999999999999,0.760213050346308,0.6995262498809776,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.8491052,0.15089484,0
8296,15617304,Ershova,0.0,2,1,6,1,0,722,france,male,40,111893.09,32-44,100k - 150k,0,no saving,above 700,0.3333333333333333,0.2972972972972973,0.7439999999999999,0.5594609785234489,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.97731674,0.022683255,0
8297,15704466,Udokamma,0.0,2,0,7,0,0,692,france,female,34,195074.62,32-44,150k - 200k,0,no saving,650 - 700,0.3333333333333333,0.21621621621621623,0.684,0.9754083514975679,0.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.9461414,0.053858586,0
8298,15664681,Aitken,114321.28,2,0,2,0,0,584,france,female,35,15959.01,32-44,10k - 20k,1,100k - 150k,below 650,0.3333333333333333,0.22972972972972977,0.46799999999999986,0.07974476562511719,0.45564826739015835,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.8971869,0.10281311,0
8299,15605534,Turnbull,95560.04,1,0,4,0,1,644,germany,female,51,72628.84,45-60,50k - 100k,1,50k - 100k,below 650,0.0,0.445945945945946,0.588,0.3631209780534041,0.38087193091027516,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.21968687,0.78031313,1
8300,15792473,Reilly,88379.81,3,1,5,1,1,598,germany,female,50,64157.24,45-60,50k - 100k,1,50k - 100k,below 650,0.6666666666666667,0.4324324324324324,0.4959999999999999,0.32075893247805165,0.35225381747625106,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.07928276,0.92071724,1
8301,15802625,Hardy,85915.52,1,1,7,1,0,733,germany,male,48,23860.5,45-60,20k - 50k,1,50k - 100k,above 700,0.0,0.40540540540540543,0.7659999999999999,0.11925598894694442,0.3424319411917405,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.5101558,0.48984417,0
8302,15766017,Brookman,72309.3,1,1,3,1,1,615,germany,male,58,85687.09,45-60,50k - 100k,1,50k - 100k,below 650,0.0,0.5405405405405406,0.5299999999999999,0.42841846396330846,0.28820187511192297,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.5181562,0.48184383,0
8303,15762172,Kerr,0.0,2,0,2,0,0,850,france,female,39,179451.42,32-44,150k - 200k,0,no saving,above 700,0.3333333333333333,0.2837837837837838,0.9999999999999999,0.8972848907070625,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.9461414,0.053858586,0
8304,15728333,McBurney,0.0,1,1,8,1,0,521,france,male,43,93180.09,32-44,50k - 100k,0,no saving,below 650,0.0,0.3378378378378379,0.34199999999999997,0.46588704221253124,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.85969245,0.14030755,0
8305,15792868,Mickey,0.0,2,0,1,0,0,675,france,male,69,157097.09,above 60,150k - 200k,0,no saving,650 - 700,0.3333333333333333,0.6891891891891893,0.65,0.7855025654950047,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0.846749,0.153251,0
8306,15605698,Harrison,0.0,3,1,3,1,1,746,france,male,58,80344.96,45-60,50k - 100k,0,no saving,above 700,0.6666666666666667,0.5405405405405406,0.7919999999999999,0.40170526285260244,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.111712694,0.8882873,1
8307,15777060,Olszewski,0.0,1,0,4,0,1,770,france,female,33,26080.54,32-44,20k - 50k,0,no saving,above 700,0.0,0.2027027027027027,0.84,0.13035724911729069,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.698138,0.30186197,0
8308,15626243,Chijioke,133844.22,1,1,3,1,0,618,france,male,30,31406.93,24-31,20k - 50k,1,100k - 150k,below 650,0.0,0.16216216216216217,0.5359999999999999,0.15699174271142893,0.5334604978459582,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.9499105,0.050089475,0
8309,15719898,Young,154872.08,2,1,7,1,0,556,france,male,36,32044.64,32-44,20k - 50k,1,150k - 200k,below 650,0.3333333333333333,0.24324324324324326,0.41200000000000003,0.16018059724703707,0.6172708608503158,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.94074476,0.059255242,0
8310,15599976,Bellasis,0.0,2,0,9,0,0,749,france,female,27,132734.87,24-31,100k - 150k,0,no saving,above 700,0.3333333333333333,0.12162162162162166,0.7979999999999999,0.663679831423901,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.9612045,0.03879547,0
8311,15752809,De Mestre,116121.67,1,0,6,0,0,702,spain,male,43,61602.42,32-44,50k - 100k,1,100k - 150k,above 700,0.0,0.3378378378378379,0.7040000000000001,0.3079836124349875,0.462824049397905,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.8563285,0.14367153,0
8312,15589698,De Luca,107104.5,1,1,6,1,1,555,germany,male,42,41304.44,32-44,20k - 50k,1,100k - 150k,below 650,0.0,0.3243243243243243,0.41000000000000003,0.20648401922383586,0.4268844772792013,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.67903936,0.3209606,0
8313,15609977,Mundy,71026.77,1,0,6,0,0,587,france,male,47,57962.41,45-60,50k - 100k,1,50k - 100k,below 650,0.0,0.39189189189189194,0.47399999999999987,0.2897818241642077,0.2830901183823281,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.48662305,0.51337695,1
8314,15750121,Tung,0.0,1,0,3,0,0,639,france,male,38,42862.82,32-44,20k - 50k,0,no saving,below 650,0.0,0.27027027027027034,0.578,0.2142766634213567,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.76191294,0.23808709,0
8315,15734177,Donahue,0.0,2,1,4,1,0,643,france,male,33,152992.04,32-44,150k - 200k,0,no saving,below 650,0.3333333333333333,0.2027027027027027,0.586,0.7649753551464165,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.9767591,0.02324093,0
8316,15781347,Okagbue,0.0,2,1,1,1,0,600,france,female,41,91193.65,32-44,50k - 100k,0,no saving,below 650,0.3333333333333333,0.3108108108108108,0.4999999999999999,0.45595389359683847,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.9532917,0.0467083,0
8317,15592025,Nnaemeka,0.0,2,1,7,1,0,651,france,male,53,130132.41,45-60,100k - 150k,0,no saving,650 - 700,0.3333333333333333,0.47297297297297297,0.602,0.6506662886305642,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.96156365,0.038436327,0
8318,15670163,Verjus,0.0,2,0,4,0,0,666,france,female,27,88751.45,24-31,50k - 100k,0,no saving,650 - 700,0.3333333333333333,0.12162162162162166,0.632,0.4437417273349605,0.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.9612045,0.03879547,0
8319,15765402,H?,145644.05,1,0,6,0,0,520,france,female,39,104118.93,32-44,100k - 150k,1,100k - 150k,below 650,0.0,0.2837837837837838,0.33999999999999997,0.5205864660075037,0.5804908678260564,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.8300875,0.1699125,0
8320,15624343,Napolitani,129667.77,1,0,7,0,0,650,spain,female,50,42028.16,45-60,20k - 50k,1,100k - 150k,below 650,0.0,0.4324324324324324,0.6,0.21010296483314156,0.5168144962761575,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.3994643,0.6005357,1
8321,15602354,Ginikanwa,109341.87,1,0,3,0,0,564,germany,male,33,75632.78,32-44,50k - 100k,1,100k - 150k,below 650,0.0,0.2027027027027027,0.42800000000000005,0.37814211257175057,0.43580192260530964,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.5645611,0.43543884,0
8322,15579183,Spaull,0.0,2,1,1,1,0,586,france,male,64,53710.23,above 60,50k - 100k,0,no saving,below 650,0.3333333333333333,0.6216216216216217,0.47199999999999986,0.26851889355433445,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0.9659645,0.034035504,0
8323,15584899,Siciliani,0.0,2,1,5,1,0,617,france,female,35,13066.3,32-44,10k - 20k,0,no saving,below 650,0.3333333333333333,0.22972972972972977,0.5339999999999999,0.0652798342241684,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.95177627,0.04822375,0
8324,15723658,Voronina,0.0,2,0,6,0,0,712,spain,female,30,152417.97,24-31,150k - 200k,0,no saving,above 700,0.3333333333333333,0.16216216216216217,0.7239999999999999,0.7621047310018106,0.0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.9609395,0.039060462,0
8325,15803965,Tang,87485.67,1,1,3,1,0,654,france,male,55,3299.01,45-60,below 5k,1,50k - 100k,650 - 700,0.0,0.5,0.608,0.016438719897750233,0.34869005977686,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.81659293,0.1834071,0
